,Venue Name,Average Rating,Review Count,SkyTrain Station,Latitude,Longitude,ID,Source,Distance
513,Metro town,0.0,0,Joyce–Collingwood,49.2401005,-123.0546516,ChIJD9lMwEJ3hlQRWgJgRKZzpOw,Google,1673.139032838536
514,McDonald's,3.5,753,Broadway-City Hall Station,49.2633885,-123.1379777,ChIJbW0YnsdzhlQR2mtc9pcWMWw,Google,1701.2517952756612
515,Hikari Cafe,4.4,77,Oakridge-41st Avenue,49.2341819,-123.1401925,ChIJ6RGXM4BzhlQRBDu24fv8BfI,Google,1713.543166872858
516,Mazahr Lebanese Kitchen,4.8,588,Broadway-City Hall Station,49.2616169,-123.1382068,ChIJvwZJqBxzhlQR-es8abhT5zM,Google,1724.1992784851084
517,"Thai Son Restaurant (Marine Dr, Vancouver)",4.0,404,Marine Drive Station,49.2044495,-123.1394399,ChIJ-WKsPup0hlQRFSu9T1WoLQ8,Google,1729.0883232373706
518,Subway,4.0,169,Marine Drive Station,49.21054410000001,-123.0930479,ChIJ9_qZN1B0hlQRPKDVi8YPA8w,Google,1744.0990164547325
519,New Fishport Seafood Bistro,3.9,199,Marine Drive Station,49.2105876,-123.0926189,ChIJn6xdOQF1hlQRCNrrNczEZ_Q,Google,1775.485608748286
520,Tin Tin Seafood Harbour,4.0,1069,Sea Island Centre,49.186607,-123.1354193,ChIJxdykwCd1hlQRa_oqLfL27OE,Google,1783.0638461264778
521,Sen Pad Thai,4.2,245,Granville,49.2728156,-123.134995,ChIJJaBwcM5zhlQRklpR_RexGAw,Google,1796.9848508411746
522,the apron,4.0,155,Sea Island Centre,49.1907358,-123.1333793,ChIJi_-UK990hlQR34VR-RbEdw8,Google,1799.600000387311
523,Pho Zen Vietnamese Cuisine,4.4,214,Marine Drive Station,49.2106133,-123.0922313,ChIJTRR5Ez11hlQRc0UZbj4e7vc,Google,1803.7594037481335
524,Sprig Contemporary Greek Kitchen,4.5,69,Granville,49.2727438,-123.135125,ChIJAZNLdM5zhlQRbYf9d1KOECk,Google,1809.3417705102145
525,Popina Canteen,3.7,519,Granville,49.2729106,-123.1355482,ChIJv7-lqmVzhlQRRN2dTBHmeXM,Google,1821.010519093738
526,Banana Leaf on Davie,4.3,1065,Olympic Village Station,49.27990579999999,-123.1302276,ChIJy8QPstRzhlQRwnXVAci0KBA,Google,1825.36176032282
527,So Hyang Korean Cuisine,4.4,1307,Langara-49th Avenue Station,49.227049,-123.0909204,ChIJjapwJRV0hlQROAAoOLJVmGY,Google,1829.3144953800008
528,Great Grain Food,4.0,1,Sea Island Centre,49.1865142,-123.1346997,ChIJT4b33VV1hlQRD8j4XEtMNUE,Google,1835.138701251636
529,Carmelo's Ristorante Italiano,0.0,0,Sea Island Centre,49.2044042,-123.1394819,ChIJ82-iPup0hlQRTpgr2UFH9D4,Google,1839.5721421591488
530,Flaming Wok,1.8,169,Olympic Village Station,49.2830173,-123.1179621,ChIJEcWdQX9xhlQRHPu0WCGGzuY,Google,1840.056463461852
531,SAMURAI SUSHI ON FRASER,4.0,679,Langara-49th Avenue Station,49.2262254,-123.0905408,ChIJdz3sNRV0hlQRmd_vjbfP8Ps,Google,1854.6214449352133
532,Mozza Restaurant and Lounge,4.1,14,Sea Island Centre,49.1849988,-123.1354715,ChIJq4iNvAR1hlQRAW6fZEk0fos,Google,1858.784655563712
533,Tap & Barrel • Bridges,4.2,516,Granville,49.272772,-123.1363545,ChIJ88LyhPRzhlQR7fln-odwvJA,Google,1876.1877932660416
534,Dockside Restaurant,4.0,1084,Granville,49.26950739999999,-123.1312771,ChIJP6I2o89zhlQRSd2949wlALs,Google,1885.8101628767745
535,Church's Chicken,3.9,2152,Oakridge-41st Avenue,49.2326404,-123.0901163,ChIJydf90BN0hlQR5OFVu-6ooK0,Google,1927.0608884129729
536,Suika Japanese Restaurant,4.5,1939,Broadway-City Hall Station,49.2634882,-123.1417108,ChIJ_4mfbbhzhlQRMEEC_lcgKOE,Google,1972.3387230939927
537,"Rocky Mountain Flatbread, Main Street",4.6,1503,Oakridge-41st Avenue,49.2478181,-123.1009174,ChIJn2elb_dzhlQRDoa-HdO2awg,Google,1990.4689804556087
538,Ancora Waterfront Dining and Patio - False Creek,4.3,1095,Waterfront Station,49.2738232,-123.1325412,ChIJrVQM-NFzhlQR5039qtBEmXE,Google,2002.122530812169
539,Flying Beaver Bar & Grill,4.4,4174,Yvr–Airport,49.177294,-123.1681976,ChIJGfIH_CcLhlQRXUIWNqgCxw8,Google,2018.3280954112583
540,Fisherman's Terrace Seafood Restaurant,3.9,1293,Sea Island Centre,49.183362,-123.1342208,ChIJTZIwFSZ1hlQRB-7WRCF4Y3g,Google,2029.3979045234887
541,Shanghai Morning,3.7,68,Sea Island Centre,49.18408429999999,-123.1334621,ChIJOUQagah1hlQR2U9jBmp6u-g,Google,2035.8337954124408
542,Ipoh Malay Cuisine 怡堡马来美食,4.0,574,Sea Island Centre,49.2041115,-123.1354047,ChIJA6XvZul0hlQRkENjK8lTR_4,Google,2045.266795976416
543,Chef Hung Taiwanese Beef Noodle,3.5,299,Sea Island Centre,49.183573,-123.1335789,ChIJGenKECZ1hlQRrKz19I9OXXw,Google,2056.970785670142
544,Man Ri Sung Restaurant,4.0,305,Sea Island Centre,49.1835596,-123.133584,ChIJ6wuJjjR1hlQRgi9dqSchdpk,Google,2057.416190125171
545,BESPOKE & SUSHI,4.7,140,Sea Island Centre,49.2040869,-123.135118,ChIJ0bGJRhl1hlQR8nqrqudRBI4,Google,2060.314278446499
546,Eh! Restaurant,4.0,19,Olympic Village Station,49.2846159,-123.1232096,ChIJnYm4UoBxhlQRPQqYCXQENhI,Google,2084.000746086541
547,Ikura Sushi,3.5,448,Sea Island Centre,49.2079003,-123.1403017,ChIJh589Out0hlQR-T0J61niPO8,Google,2088.347831104372
548,Chef Tony Seafood Restaurant,3.9,1408,Sea Island Centre,49.1804113,-123.1361704,ChIJb9r02C51hlQRHDWo4LY1Gbw,Google,2113.174951294501
549,KFC,3.4,83,Sea Island Centre,49.1917242,-123.1287886,ChIJY1jJ8QB1hlQRb3x0JE3ZzTk,Google,2119.8526802809024
550,Donair Dude,4.2,80,Sea Island Centre,49.1916899,-123.1287891,ChIJGRjeQnh1hlQRMmWZ4w6YR9k,Google,2120.0850423936363
551,Peko Peko Cuisine Ltd,5.0,1,Sea Island Centre,49.2045489,-123.1345885,ChIJAQDwW-l0hlQRORRsWRFcE1Q,Google,2121.895288468688
552,Phở Nhuận,4.1,280,Joyce–Collingwood,49.25740260000001,-123.0340366,ChIJAzovNc52hlQRRSBayQPWTi0,Google,2122.431084369612
553,Sushi Yan Japanese Restaurant,4.0,490,Olympic Village Station,49.284805,-123.124321,ChIJKT8EWIBxhlQR-p49NhX9rVo,Google,2126.8082852756443
554,Subway,3.9,273,Sea Island Centre,49.191678,-123.1286652,ChIJ2z-Not90hlQRKGOOc8TMPgY,Google,2129.1603316589435
555,Burger King,3.0,1152,Sea Island Centre,49.1912455,-123.1287038,ChIJx3Fdvd90hlQRYAwOZ664z9w,Google,2130.3524892592955
556,Song (by Kin Kao),4.4,238,Commercial-Broadway Station,49.2629717,-123.0986218,ChIJS4OuFN5xhlQRDjKjnzsRfaY,Google,2132.6925530583303
557,Jasmine Flower Shanghai Cuisine,4.1,259,Sea Island Centre,49.20923029999999,-123.1402276,ChIJS9atsZR0hlQRjSA4VBcF3lg,Google,2210.283889377017
558,Published on Main,4.5,883,Main Street-Science World,49.25281769999999,-123.1011575,ChIJWx0eDi9zhlQRtAITySyE3oE,Google,2264.056406620641
559,It's Okay,4.5,71,Commercial-Broadway Station,49.2812846,-123.0550644,ChIJt75l9qBxhlQRjxZr01jMiMo,Google,2315.848827851919
560,Sea Harbour Restaurant,3.7,615,Sea Island Centre,49.1963203,-123.126179,ChIJCV-f1OZ0hlQRw53_mACMCC8,Google,2332.8632918958688
561,Ming Tak Hong Kong Style Restaurant,3.7,133,Sea Island Centre,49.2108307,-123.1407089,ChIJIy0YfZN0hlQR5GiftEFdvLk,Google,2338.578391308554
562,S2 Cafe House,4.5,140,Commercial-Broadway Station,49.2809283,-123.0854636,ChIJFymBGG1xhlQRW-lGLw9oeT8,Google,2351.411636153989
563,East is East,4.4,2067,Langara-49th Avenue Station,49.245425,-123.1014907,ChIJV1fttPdzhlQRTvWMaI4H8UQ,Google,2382.886748057198
564,Red Star Seafood Restaurant,4.0,917,Sea Island Centre,49.21118569999999,-123.1402257,ChIJGYSUD4FxhlQRPynZNtbWUDM,Google,2390.710953857422
565,Hoa Phuong Do Restaurant,4.7,94,Joyce–Collingwood,49.2382751,-123.0652076,ChIJcWJMx-p3hlQRkfPZevSaaqg,Google,2428.507977377287
566,Viet Mama Cafe,4.3,353,Joyce–Collingwood,49.237963,-123.065221,ChIJ-zuJFbd3hlQR0qzhKqQOmp0,Google,2429.892143913934
567,Sushi Royal House,3.9,480,Joyce–Collingwood,49.2585831,-123.0445144,ChIJn-mKjct2hlQRWGdzDitImcw,Google,2430.5300729718847
568,Donair Affair,4.0,124,Joyce–Collingwood,49.2584695,-123.0450369,ChIJAzopFJd3hlQRD0Jv8SqEVP0,Google,2433.6266477255467
569,Truong Thanh Restaurant,4.2,619,Joyce–Collingwood,49.244416,-123.064108,ChIJf552-aV2hlQRpwQgOGxgVC4,Google,2442.737785111108
570,Kozak Ukrainian Eatery & Mill,4.6,804,Joyce–Collingwood,49.2386735,-123.065649,ChIJQRdBB3Z3hlQRJCZDUe13F54,Google,2460.746135096272
571,Sandy La Chinese Restaurant,3.8,903,Joyce–Collingwood,49.23705710000001,-123.0656133,ChIJzfjZIR50hlQRNIWisuSIk_U,Google,2462.320641253465
572,La Piazza Dario,4.3,631,Joyce–Collingwood,49.2571655,-123.0502163,ChIJTSkUZ8p2hlQRlmDl4VjKMeo,Google,2482.2697941928577
573,Paul's Omelettery Restaurant,4.4,1124,Granville,49.2659882,-123.1386977,ChIJk5Qv1cdzhlQRC9m9Hes_il8,Google,2526.221482322205
574,MeeT on Main,4.5,2754,Langara-49th Avenue Station,49.246725,-123.101034,ChIJ_Wj-oPdzhlQRz30MQolrOa0,Google,2527.342874110416
575,Sushi Flamingo,4.8,173,Burrard,49.2691662,-123.1460991,ChIJ2Y0E7mhzhlQRKGYU--iec7E,Google,2617.048995014991
576,Chef Hung Taiwanese Beef Noodle,3.8,318,Oakridge-41st Avenue,49.2343759,-123.1529671,ChIJA5qE53tzhlQR6P0QCnBWG0c,Google,2640.755673462434
577,New Chong Qing Restaurant,3.1,93,Oakridge-41st Avenue,49.2343994,-123.1533103,ChIJi4-5wntzhlQRaa0Kw6K54Go,Google,2665.7756469956817
578,Golden Ocean Seafood Restaurant,4.0,795,Oakridge-41st Avenue,49.2343419,-123.1533765,ChIJtyIsw3tzhlQRQC-xZW1-h3w,Google,2670.2537851373804
579,Fish Café,4.4,231,Oakridge-41st Avenue,49.2347044,-123.1535126,ChIJgT1F23tzhlQRXBrTML1ykpE,Google,2682.4003791386617
580,Kerrisdale Nakamura Japanese Cuisine,4.0,87,Oakridge-41st Avenue,49.2347058,-123.1535715,ChIJO-JN23tzhlQRMFDujy_MORg,Google,2686.678083522349
581,Sushi Bar Ajisai,4.4,910,Oakridge-41st Avenue,49.2339849,-123.1536839,ChIJPxxSl3tzhlQRPUzK9vPQokk,Google,2690.902869906254
582,Mi Casa Mexicana,4.5,542,Burrard,49.2678156,-123.1458512,ChIJrarqOTx3hlQRKwdrO4kjGfM,Google,2711.391092437091
583,The Red Wagon,4.4,1760,Renfrew Station,49.28103489999999,-123.0610898,ChIJIdchfhhxhlQRNmbx0FTadWA,Google,2712.1346882766998
584,Nando's PERi-PERi,4.1,998,Oakridge-41st Avenue,49.23424499999999,-123.1540599,ChIJt-BbwXtzhlQRvEe2Y-wfSi4,Google,2719.3155337143494
585,Pho Tan Vietnamese Restaurant Beef Noodle Soup & Bubble Tea,4.3,645,Oakridge-41st Avenue,49.23441099999999,-123.1543518,ChIJFWYUx3tzhlQRP8YRGbxlfPQ,Google,2741.362368921646
586,Locus Restaurant & Lounge,4.4,659,Main Street-Science World,49.2484964,-123.1012786,ChIJAQ4oXPdzhlQRQ8r6R7SkFpk,Google,2744.632684238044
587,McDonald's,3.1,2250,Oakridge-41st Avenue,49.2348083,-123.1547561,ChIJd7pHyHtzhlQR9d68GQ7l70A,Google,2773.246114879841
588,Novo Italian,4.3,643,Burrard,49.2666203,-123.1454703,ChIJGUqN0rdzhlQRKgnl-CofZDk,Google,2791.345326457298
589,Okini Restaurant & Bar (formerly Land & Sea),4.5,661,Oakridge-41st Avenue,49.219327,-123.1493375,ChIJp2Gg2tx1hlQRk0V3_4afIiI,Google,2828.5402949604368
590,The Marquis Bar and Grill,4.1,381,Granville,49.2621417,-123.1384342,ChIJlf0knrhzhlQR3MENgJSV1SI,Google,2854.579725494811
591,Vij's,4.4,2380,Granville,49.2576123,-123.1148761,ChIJAYrXprhzhlQRNvJZ81CUED8,Google,2856.9021509694485
592,Burrata Pizzeria,4.3,263,Oakridge-41st Avenue,49.23448,-123.1559753,ChIJiTSF0ytzhlQRj1WHnJFCP0U,Google,2859.476935853653
593,The Hide Out Diner,4.6,254,Renfrew Station,49.2676871,-123.0824638,ChIJTfOnpENxhlQRsgl8YWcNhM4,Google,2862.869778053316
594,White Spot Kerrisdale,3.8,879,Oakridge-41st Avenue,49.237693,-123.155612,ChIJkWXK_XlzhlQRxUuv-2x-KME,Google,2873.851250201108
595,Baoguette Vietnamese Bistro,3.9,513,Oakridge-41st Avenue,49.23447789999999,-123.1562083,ChIJseCArntzhlQR7UfHBZk26HA,Google,2876.360257234578
596,ZUBU Ramen - Kerrisdale,3.8,349,Oakridge-41st Avenue,49.2347528,-123.1564082,ChIJxxqe3XBzhlQRSEJSqRMoewE,Google,2892.563743501786
597,Sidra’s Pizza,4.2,102,Oakridge-41st Avenue,49.2325337,-123.0765464,ChIJ-3Z3vqt1hlQRenYeN6Oei2s,Google,2912.3279504608195
598,Joon's Kitchen,4.5,366,Granville,49.2580941,-123.1271409,ChIJKT2wgH5zhlQRVY9mtMzWaus,Google,2913.465511767429
599,Baan Wasana Thai Restaurant,4.4,202,Oakridge-41st Avenue,49.234785,-123.15673,ChIJq1VMU3pzhlQREAe72lFhbAc,Google,2916.10437712711
600,Unchai Restaurant,4.6,365,Burrard,49.26501529999999,-123.1458978,ChIJG8ff4B1zhlQRQrfFrqiOlWA,Google,2947.820956649336
601,Mazuya Sushi Restaurant,3.8,96,Burrard,49.265004,-123.145892,ChIJIdR4l7dzhlQRO0KEaW_7Vt4,Google,2948.5286488041947
602,Tim Kee Kitchen Cantonese & Szechuan Cuisine,2.2,120,Burrard,49.2649321,-123.1458967,ChIJJ0XYmbdzhlQRtoSUHGYko_g,Google,2954.9444593050057
603,Jess' Restaurant,4.4,253,Oakridge-41st Avenue,49.23482569999999,-123.1572636,ChIJgbjAfkZzhlQRmj1ew3Wh0oQ,Google,2955.0534934267425
604,East Side Craft House,4.2,983,Oakridge-41st Avenue,49.2329442,-123.0759102,ChIJZ-8esBl0hlQRFPLJisQ2ruc,Google,2957.7822603133877
605,Trackers Cafe,4.2,6,Renfrew Station,49.28547529999999,-123.0404316,ChIJ-9xREN5whlQRivHpx3eIOIY,Google,2976.388459604527
606,Rayhan,4.2,297,Granville,49.2573836,-123.1270526,ChIJU8DtYepzhlQR9IUz37U4e5w,Google,2987.818438764625
607,ASA Sushi,4.1,889,Oakridge-41st Avenue,49.2344792,-123.1580227,ChIJR7kV_HpzhlQRAkJoPqYo_PM,Google,3007.941497544921
608,Papaya Hut Restaurant,3.9,182,Burrard,49.264136,-123.1459465,ChIJmfdlgrdzhlQRngOJ7AtGexQ,Google,3026.387283020456
609,C&T Fried Chicken 大鸡炸鸡,4.4,226,Burrard,49.2640931,-123.1460681,ChIJ89uOUPlzhlQRphU_sy2aM_k,Google,3035.5879094630977
610,Sip Bowl,3.8,440,Oakridge-41st Avenue,49.2348048,-123.1587418,ChIJtWPIRQRzhlQRm5oNzANnLJA,Google,3062.037231455593
611,Orange Corner,3.9,193,Oakridge-41st Avenue,49.2347874,-123.1587604,ChIJLVUT5XpzhlQR1-whMReNvH4,Google,3063.2706049568496
612,41 Noodle & Rice Pot House,4.0,212,Oakridge-41st Avenue,49.2348007,-123.1591613,ChIJiY787npzhlQRBF38KCx3UwQ,Google,3092.414927615088
613,Legato Cafe,4.1,158,Oakridge-41st Avenue,49.2344758,-123.1592101,ChIJb4hO5npzhlQRFjji9XsgqeI,Google,3094.037301455277
614,The Stable House Bistro,4.3,354,Granville,49.2597418,-123.1389204,ChIJLcQPLr9zhlQRpmUhaerIKsI,Google,3096.860376218174
615,Kokoro Tokyo Mazesoba - Kerrisdale,4.3,173,Oakridge-41st Avenue,49.2348545,-123.1592896,ChIJTVXwvcZzhlQRMwBXLDlgvDo,Google,3102.0711070792963
616,Bin 4 Burger Lounge,4.5,2184,Granville,49.2590677,-123.1384472,ChIJA4KAIr9zhlQRiJTB-fSnrbg,Google,3142.6790513828587
617,Nook,4.5,511,Olympic Village Station,49.2917163,-123.1353086,ChIJWX04OYhxhlQRrj8ua53qkZc,Google,3142.757700720267
618,Caffe Barney on Granville,4.4,553,Granville,49.2592341,-123.1389622,ChIJ19T8I79zhlQR2j1AVQWEYKs,Google,3146.341028424906
619,Breakfast Table South Granville,4.6,1158,Granville,49.258568,-123.1385172,ChIJG-euocdzhlQRjR_JfrqT7mE,Google,3193.016139946394
620,Flamingo Chinese Restaurant,4.0,483,Marine Drive Station,49.2105751,-123.072748,ChIJ1SC-VD5_C0ERFR2rRlPM0G8,Google,3217.5935374164933
621,Barra 41,4.4,206,Oakridge-41st Avenue,49.2347964,-123.1614924,ChIJrSK0t3pzhlQRJzlIwv4Rsc8,Google,3261.361862127309
622,Minerva’s Restaurant,4.4,825,Oakridge-41st Avenue,49.2348069,-123.1616032,ChIJWSFJtnpzhlQRfhTTUMJTgPU,Google,3269.4591992806068
623,Lok's Chinese Restaurant,3.4,140,Oakridge-41st Avenue,49.2344793,-123.1619438,ChIJzdOktXpzhlQR98yq-XVJCaE,Google,3292.3314214623165
624,Moxies West Georgia Restaurant,4.1,662,King Edward Station,49.2788916,-123.1130907,ChIJqXfGF3xxhlQRAvL-tqjuoZk,Google,3309.062289225258
625,The Meat Up Vancouver,4.0,520,Yvr–Airport,49.2132867,-123.1400707,ChIJEcFH9fl1hlQReigZBkalKFw,Google,3493.324548570475
626,Mirchi Restaurant,4.3,367,Yvr–Airport,49.2135604,-123.1401528,ChIJsY-AzpN0hlQRUDNi12On4Og,Google,3507.1714726432065
627,Free Bird Table & Bar,4.1,360,Yvr–Airport,49.1703879,-123.1448497,ChIJxcI3qf8LhlQRPGKUpisUAJ4,Google,3594.05877698944
628,Sushi Nanaimo,4.2,1261,Nanaimo Station,49.281536,-123.056335,ChIJWz8ZnxhxhlQRfAFU8IGkE0g,Google,3698.227941239261
629,Harold's Kitchen & Bar,4.2,451,Yvr–Airport,49.17083969999999,-123.1416164,ChIJpZH_9MwKhlQRkxtACt736go,Google,3721.64001759528
630,Northern Cafe,4.8,1350,Langara-49th Avenue Station,49.2084927,-123.0724719,ChIJmVo1HEt0hlQRJ4QISlw3B9c,Google,3731.146454876276
631,75 West Coast Grill,4.1,419,Yvr–Airport,49.17047119999999,-123.1406044,ChIJLz0668wKhlQRBfuEmfBpw1E,Google,3802.977902625602
632,Baghdad Cafe,4.3,751,King Edward Station,49.2834678,-123.1143229,ChIJrze9xnhxhlQR_Ti-FoVCy9k,Google,3813.4403952650487
633,Fat Boy Kitchen,4.6,281,Marine Drive Station,49.22098510000001,-123.0660341,ChIJ2etXuj11hlQR-4LbFPZ7S04,Google,3911.2362412469433
634,MrBeast Burger,2.8,146,King Edward Station @ Platform 1,49.2840972,-123.1253498,ChIJXRAF1S9zhlQR1cmzdBjrlf0,Google,3942.510835848689
635,McDonald's,3.3,1213,King Edward Station @ Platform 1,49.2847911,-123.1211008,ChIJwzHipIFxhlQRxElqKULGPnI,Google,3977.275275516213
636,Red Robin Gourmet Burgers and Brews,4.0,3479,King Edward Station @ Platform 1,49.2844629,-123.1252837,ChIJX405X4BxhlQRuNnCIzK47E4,Google,3981.728670762658
637,Rice 'N Spice,4.3,123,King Edward Station,49.28526069999999,-123.1214913,ChIJwzHipIFxhlQRwe_4M0L2vsU,Google,4031.940226366934
638,Valendine,4.1,26,King Edward Station @ Platform 1,49.2853184,-123.1215723,ChIJTxhm3dBxhlQRj-f1Gr05nqs,Google,4039.012280211359
639,PHAT Deli & Catering (Royal Centre),4.2,73,King Edward Station @ Platform 1,49.28544549999999,-123.1215187,ChIJs2IPooFxhlQRS8JevY0Gl-k,Google,4052.674621114969
640,Dingding Restaurant,4.3,46,Commercial-Broadway Station,49.282063,-123.1165684,ChIJsZojy6txhlQRMUlKl0r7U68,Google,4057.682870307584
641,Time & Place,4.4,63,Gilmore Station,49.2286216,-123.0044532,ChIJpeM1TIJ3hlQRALeXmpKjmC4,Google,4095.3802724250177
642,Fable Kitchen,4.5,1119,Oakridge-41st Avenue,49.267953,-123.1490005,ChIJNXOZc7ZzhlQRy2U3C2u572c,Google,4526.257913816598
643,LanaLou's Restaurant,4.5,287,Renfrew Station,49.2830167,-123.096257,ChIJi-YOfHFxhlQRQv-uuK9EoUk,Google,4562.448047825648
644,Mango Junction Pizza,4.7,37,Commercial-Broadway Station,49.285311,-123.1216458,ChIJLWV-TO5xhlQRBeG3ynVM-r0,Google,4563.03706692874
645,Black+Blue,4.3,3903,Commercial-Broadway Station,49.2845363,-123.1228402,ChIJu1r9tIFxhlQRsfy5cILqdDs,Google,4589.201467425034
646,Belgard Kitchen,4.5,1397,Renfrew Station,49.2842595,-123.0955895,ChIJYVl6xHNxhlQRAXeshoHK9Lo,Google,4606.578897458832
647,Frying Pan on Denman,4.8,373,King Edward Station,49.2883562,-123.1404374,ChIJZwA2m49xhlQR1WVx2aTcQp0,Google,4706.3356655741
648,i-Cafe,3.9,524,Nanaimo Station,49.2630417,-123.1200751,ChIJwy-p1MJzhlQRriE5xLyy_Ek,Google,4937.189296890499
649,Tao's Kitchen,4.6,56,Yvr–Airport,49.2339329,-123.1399534,ChIJ42_DMYBzhlQRnst81B5HhFk,Google,5220.952274765497
650,Cactus Club Cafe Station Square,4.3,1531,Lake City Way,49.2276969,-123.0033881,ChIJ_WbkA-t3hlQRneV3Hiaho0E,Google,5538.654785316891
651,H-Mart Food Court,3.7,3,Nanaimo Station,49.2804691,-123.1188964,ChIJvc9hLoBxhlQR2G77dSSsmZA,Google,5804.8943917364895
652,Five Guys,4.3,3721,Nanaimo Station,49.2810797,-123.119073,ChIJz8KVrH9xhlQRLmjJfMc3Hbc,Google,5857.00411585183
653,Victoria Chinese Restaurant 悅海大酒家,3.6,453,Oakridge-41st Avenue,49.2858583,-123.121306,ChIJwzHipIFxhlQR2wWVB5AOSfg,Google,5870.068141915828
654,Birdies Eats & Drinks,4.5,68,Lake City Way,49.2654067,-123.0195924,ChIJR66qkPl3hlQRo3sbz6cmASs,Google,5957.883640981965
655,Pizza Garden,4.2,796,Langara-49th Avenue Station,49.280159,-123.1209103,ChIJaz-7LX5xhlQRO8DGlXo_cj4,Google,6007.000673861963
656,Van Hot Dog,2.6,5,Nanaimo Station,49.2830642,-123.1227283,ChIJ54d6rX9xhlQRei7FTT0lXRA,Google,6201.878718923351
657,Grand Honour Restaurant,3.8,267,Nanaimo Station,49.2341451,-123.140103,ChIJ5byQMYBzhlQRb2GqFTVT4vA,Google,6310.411945363786
658,Homer St. Cafe and Bar,4.4,1540,Rupert Station,49.27841060000001,-123.1182819,ChIJG_9jCH5xhlQRtcDS3SP5k_U,Google,6467.368993648042
659,Kosoo Korean Restaurant Chicken & BBQ - 2nd Branch,4.1,607,Nanaimo Station,49.28500529999999,-123.1258721,ChIJA4UmUSFxhlQR7HaNyRWpQy0,Google,6514.78408907452
660,The Main,4.0,743,Gilmore Station,49.2474396,-123.1009578,ChIJ0wcWcvdzhlQRL7d6DXBUfbg,Google,6629.336395195399
661,Vina,3.1,64,29th Avenue Station,49.28282799999999,-123.1179437,ChIJrU6fCYJxhlQRu5XVukBdgiI,Google,6748.567192430902
662,Mom’s Grilled Cheese Truck,4.6,27,29th Avenue Station,49.28279329999999,-123.1189538,ChIJNxKojddxhlQRKH__3KrFeRs,Google,6802.911806230678
663,Mean Poutine,4.2,652,29th Avenue Station,49.2793901,-123.1234589,ChIJeTFgOtJ9C0ERLUv5IanXSHw,Google,6837.151673308904
664,Foodkort Dining Ltd,0.0,0,Gilmore Station,49.2675727,-123.108655,ChIJRftNCd9zhlQRFLRheEZ2zPs,Google,6899.9481153733295
665,Gyu King Teppanyaki,4.1,383,29th Avenue Station,49.2842719,-123.1224908,ChIJjUuBy4FxhlQR491YVe01ovA,Google,7105.848527574393
666,Green Leaf Salad Bar,4.6,228,29th Avenue Station,49.28803240000001,-123.1236774,ChIJk-xDAoRxhlQR_OKJ1jcmJRU,Google,7439.50930846088
667,Llh Eatery Inc,0.0,0,Nanaimo Station,49.2913176,-123.1348826,ChIJCRZ-FohxhlQRpmA6swpISM4,Google,7465.143951668205
668,Aidan’s,4.8,76,Gilmore Station,49.2877594,-123.1182715,ChIJPdJBJhFxhlQRbIYi9qimxlY,Google,8002.246698392217
669,Symphonie Restaurant,4.5,79,Gilmore Station,49.2877094,-123.1219698,ChIJfXJK_YNxhlQR2TcsJADmMbA,Google,8255.455533936507
670,Fresh Donair,4.6,706,Templeton,49.2792187,-123.1233884,ChIJM8lbKtPRhVQRGUDVqKCrn40,Google,9350.45526476725
671,Chit Chat Burger Bar,4.3,409,Bridgeport Station,49.2798579,-123.1224815,ChIJ1S8S8tdzhlQRrGQRKDN6P5E,Google,9380.128081384835
672,Fatburger Granville,4.1,129,Templeton,49.28192869999999,-123.1185842,ChIJ1TJyEh1xhlQRwYw_LeF5Qgg,Google,9713.56719380578
673,Kyuzo Japanese Restaurant,4.1,190,Gilmore Station,49.2338988,-123.1400315,ChIJeXYDNIBzhlQRNkGaTWf3OYI,Google,9802.27281548951
674,Mangos Kitchen Bar,4.4,1787,Patterson,49.2781259,-123.1262974,ChIJZ3g3Z9RzhlQRAwBHOA1-EpU,Google,9846.07413172158
675,Twins Chinese Kitchen,4.0,197,Patterson,49.2787832,-123.1282499,ChIJhVvqkdRzhlQRJG5LM8r9zLc,Google,10004.663350039908
676,Joe Fortes Seafood & Chop House,4.5,6262,Patterson,49.2849486,-123.1245531,ChIJiUwIWIBxhlQRzKG3k_9C-T8,Google,10178.397871625812
677,Bacaro,4.3,168,Templeton,49.28800769999999,-123.1166427,ChIJu-Qe8ERxhlQRU5g9hZdQktQ,Google,10404.029114612822
678,The Italians,4.3,357,Patterson,49.2814805,-123.1336165,ChIJJZFm0PtzhlQRg1ty-K6LJ9s,Google,10494.555689987024
679,PIER 7 Restaurant + Bar,4.0,1963,Lake City Way,49.3095283,-123.0802079,ChIJA2jYL01whlQRRbgzs6V6Jh4,Google,11914.312136907563
680,MoMo Sushi Royal Center,4.0,6,Royal Oak Station,49.285265,-123.1216604,ChIJexDV72JxhlQRcbjNJ_w8Cso,Google,12082.678668885235
681,Sura Korean Royal Cuisine Restaurant Vancouver,4.3,2029,Royal Oak Station,49.2888682,-123.1316666,ChIJcw7-mYdxhlQRxq9ZD4tvuH0,Google,12904.287593482455
682,Mr. Shawarma Granville Location,4.9,14,Lake City Way,49.2826324,-123.1177209,ChIJsZA9cXBxhlQRinTjwXCWK2w,Google,13324.002100001871
683,Tokyo Katsu-sand,3.8,149,Lake City Way,49.2824411,-123.1183929,ChIJJ_HY0iBxhlQRwuOf3FObAYc,Google,13366.493564961793
