,Venue Name,Average Rating,Review Count,SkyTrain Station,Latitude,Longitude,ID,Source,Distance
168,Al Porto Ristorante,4.1,868,Waterfront Station,49.2846851,-123.1093157,ChIJM297MXhxhlQRzeNbCU0As9E,Google,209.5899219794074
169,The Poke Guy,4.6,1068,Waterfront Station,49.2838016,-123.1120496,ChIJoXAI-XhxhlQRsRZg0KF8PpI,Google,209.8510773250552
170,Fable Diner & Bar,4.0,191,Vancouver City Centre,49.28081479999999,-123.1171994,ChIJuXFBkIFxhlQR9YKRJsK4Z8w,Google,210.5976819099365
171,Sushi Okeya Kyujiro,4.8,38,Yaletown-Roundhouse Station,49.275804,-123.1197521,ChIJ51q_vUZzhlQRCCFO2VqvuQ4,Google,212.23277942499936
172,The Wine Bar at Provence Marinaside,4.2,94,Yaletown-Roundhouse Station,49.2733585,-123.1196179,ChIJ3eBabtdzhlQRGlvqoQg7tUQ,Google,213.4183571077405
173,Provence Marinaside,4.3,1794,Yaletown-Roundhouse Station,49.27333369999999,-123.1196165,ChIJdxpZbtdzhlQRlCpofbKCaEQ,Google,215.20205215623943
174,Bellaggio Cafe,4.1,1064,Vancouver City Centre,49.282985,-123.1215366,ChIJk00Zh39xhlQRjRnoDJVznSQ,Google,219.70500620082709
175,Little Bangkok Thai Kitchen 2,4.8,90,Stadium-Chinatown,49.2804356,-123.1070259,ChIJsc0iEHlxhlQRNaXy8TDmIJ4,Google,220.74037864386085
176,ARC RESTAURANT,4.4,1207,Waterfront Station,49.2871637,-123.1138361,ChIJt-b1wYJxhlQRHVfYyeEQUDo,Google,222.87845599732265
177,Field & Social Yaletown,4.7,94,Yaletown-Roundhouse Station,49.2759405,-123.1197293,ChIJ4T0Ha0hzhlQR2SGIM1U6drU,Google,223.780929775688
178,Tractor Foods,4.1,489,Vancouver City Centre,49.2804684,-123.1181259,ChIJ721MUH5xhlQR0k6c0nxlXzk,Google,225.26393063675368
179,McDonald's,3.2,1021,Stadium-Chinatown,49.2808074,-123.1072714,ChIJfViWMXpxhlQR6op4X183_dY,Google,225.48968480753624
180,Torimaru Ramen,4.5,106,Stadium-Chinatown,49.2799525,-123.1067378,ChIJX7ogl0BxhlQRsv0hjOz2mPc,Google,225.8790884476181
181,OEB Breakfast Co.,4.5,2130,Yaletown-Roundhouse Station,49.2734565,-123.119265,ChIJq2mxU7xzhlQRJQw6V0QuGrg,Google,228.23587912562584
182,Shabusen Yakiniku House,3.6,2904,Burrard,49.2839896,-123.122322,ChIJ5Ts9M4BxhlQR_rjCXBU5V_M,Google,231.98271605038272
183,JJ's Restaurant at Vancouver Community College,4.3,36,Stadium-Chinatown,49.2816469,-123.1106988,ChIJCXRHbXlxhlQRY8leL89SfeY,Google,232.00202560070983
184,Paramount Fine Foods,4.2,2646,Vancouver City Centre,49.2803768,-123.1186155,ChIJ6V0dsH9xhlQRk29NnlBwvDs,Google,232.6646745310008
185,Subway,3.8,205,Marine Drive Station,49.2085891,-123.1197921,ChIJy8m911h0hlQRVlxnrYOEqvM,Google,234.51652421571816
186,Rogue Kitchen & Wetbar,4.1,967,Broadway-City Hall Station,49.2630556,-123.1177778,ChIJK9NJOd1zhlQRY-XZFQ3BFBQ,Google,234.9946830854909
187,Tractor Everyday Healthy Foods - Ash & Broadway,4.2,283,Broadway-City Hall Station,49.2635163,-123.11773,ChIJCTNlIt1zhlQRy8IWLc3zfR4,Google,238.51754581829348
188,The Greek By Anatoli,4.2,1388,Yaletown-Roundhouse Station,49.2762132,-123.1198874,ChIJB2d6QdZzhlQR73eNQzmpLC8,Google,238.5690947086487
189,TacoTime International Village,3.3,83,Stadium-Chinatown,49.2799647,-123.1065625,ChIJ6SNusXtxhlQRvxaJdX2oVB4,Google,238.65390129637225
190,White Spot Dunsmuir,4.2,1611,Granville,49.2819406,-123.1135203,ChIJmYqZ03hxhlQR6ClQDmSeZZ8,Google,241.8817088730496
191,Tim Hortons,3.1,155,Yvr–Airport,49.1933578,-123.1813397,ChIJB7lhwDULhlQRm-mnoyzefyM,Google,242.1223430043921
192,La Terrazza,4.3,686,Yaletown-Roundhouse Station,49.2749864,-123.1186718,ChIJv7MHrtdzhlQRz141l-V5w3k,Google,242.3029000165256
193,TINA Vietnamese,4.3,45,Stadium-Chinatown,49.27998179999999,-123.1065077,ChIJ6SNusXtxhlQRbbgjk3xtQPI,Google,242.8733060381316
194,O Sushi Downtown Vancouver,4.3,896,Granville,49.2818867,-123.1187237,ChIJO0LPCH9xhlQRtHB0Sv8zzcI,Google,244.3648058477049
195,Holts Café | Contemporary Canadian Cuisine,4.2,125,Vancouver City Centre,49.2841077,-123.1163475,ChIJ2ZxXrXhxhlQRwQP4VnQVxJI,Google,245.3379002649393
196,Ryo Japanese Food,4.5,22,Stadium-Chinatown,49.2800039,-123.1064618,ChIJZapZMXpxhlQR5DEIKEds2xk,Google,246.5522503560076
197,The Italian Chef,0.0,0,Yaletown-Roundhouse Station,49.274984,-123.118611,ChIJKbt3sddzhlQRG5uE90FWNFY,Google,246.5666460082131
198,Nuba in Yaletown,4.2,1244,Yaletown-Roundhouse Station,49.2758974,-123.1246255,ChIJZZP6HNRzhlQRTgKreAfu7O4,Google,246.66795519606623
199,Japadog,3.5,43,Yvr–Airport,49.19359739999999,-123.1816024,ChIJp5UVDhoLhlQRuhpWIAhxVlI,Google,251.3270531038826
200,A&W Canada,3.9,429,Yvr–Airport,49.1937139,-123.1816607,ChIJQ5O9QjYLhlQRSuvq2gHNkSw,Google,252.27015029709423
201,Viet Sub Vietnamese Cuisine,4.6,648,Vancouver City Centre,49.2801928,-123.1182542,ChIJh8ZyW35xhlQRvGhhR6vDQXg,Google,254.45677164784672
202,Take Urban Cafe,4.5,56,Main Street-Science World,49.2754725,-123.1001711,ChIJdwkw7QlxhlQRM8sFXGiYHpI,Google,256.1333256600913
203,Banter Room,3.9,874,Yaletown-Roundhouse Station,49.2763585,-123.1197716,ChIJy9N3R9ZzhlQRhcyU8dkLAmU,Google,256.45980612666403
204,Falafel King Mediterranean Food,4.2,221,Vancouver City Centre,49.2801505,-123.1181759,ChIJD-lQW35xhlQRBTsB0kvH52c,Google,259.76758437149454
205,Water St. Café,4.2,1457,Waterfront Station,49.2841111,-123.1091139,ChIJ28IuM3hxhlQRJGgeE-4_z58,Google,259.9027431931657
206,Pholicious 🍜 Vietnamese 🍜 Restaurant,4.6,671,Waterfront,49.2830546,-123.1126879,ChIJZQfQ9XhxhlQRB6bAuVgAcwY,Google,261.2109994170368
207,Stanley Park Tap House,3.9,1689,Yvr–Airport,49.1921541,-123.1800214,ChIJp6oGkTULhlQRKf3hgZi29bg,Google,261.4171993583744
208,Bodega on Main,4.4,1643,Main Street-Science World,49.27548710000001,-123.0996839,ChIJT_bIqGVxhlQRlgkDlyIY9gg,Google,261.9241496253115
209,Black Frog Eatery,4.2,791,Waterfront Station,49.2846538,-123.1084894,ChIJkz2yLnhxhlQRP2X5ZpybBe0,Google,263.89417460465654
210,Carl's Jr.,1.7,204,Yvr–Airport,49.19253579999999,-123.180901,ChIJSZwubWwLhlQRfERy3vZXvlY,Google,266.60599993629444
211,Bali Thai,4.7,313,Stadium-Chinatown,49.280272,-123.106242,ChIJrz9USnpxhlQRyONR3eKidt4,Google,268.4929452936032
212,Giant Panda Szechuan Cuisine,4.1,15,Stadium-Chinatown,49.2803127,-123.1062551,ChIJ6SNusXtxhlQROvNttOswoPI,Google,268.7965256813662
213,Sushi Dragon,4.4,612,Broadway-City Hall Station,49.2630592,-123.118249,ChIJmQI8Ot1zhlQRIXIVIuJ4yis,Google,269.18569737058226
214,Baby Dhal Roti Shop,4.6,207,Commercial-Broadway Station,49.260254,-123.0700017,ChIJd0VKE4ZxhlQRdCzrEdoAbpo,Google,269.21009619591854
215,WestOak,4.2,1068,Yaletown-Roundhouse Station,49.2764678,-123.119667,ChIJD6OOP9ZzhlQRtZ51tB6locg,Google,270.71699552170054
216,McDonald's,3.6,620,Waterfront Station,49.2875344,-123.1142855,ChIJuTxh_YJxhlQRyA1xfPCJ6y4,Google,275.32902420380907
217,Tacofino Yaletown,4.3,1654,Yaletown-Roundhouse Station,49.27646319999999,-123.1195495,ChIJAQDwP9ZzhlQRSFSw-o6-Wck,Google,275.5940488305989
218,The Parlour,4.2,1787,Yaletown-Roundhouse Station,49.2767724,-123.120292,ChIJgQVLE9ZzhlQR1RvvVMTM9HM,Google,275.8299530809042
219,Triple O's Science World,3.0,127,Main Street-Science World,49.27328499999999,-123.1041541,ChIJnZHwi2NxhlQRFXzbfxLi6iE,Google,276.2714958726005
220,El Guapo,4.0,399,Yaletown-Roundhouse Station,49.2767766,-123.1201854,ChIJH2bzVGtzhlQRs1Ok98zdwLQ,Google,279.68445990144426
221,Sal y Limón Mexican Cuisine,2.3,49,Yvr–Airport,49.1967112,-123.1777571,ChIJOZP-bfsLhlQRRUl6tcV6aWY,Google,280.7865714046592
222,Teya Grill,3.9,35,Broadway-City Hall Station,49.2607954,-123.1164451,ChIJBwLQ4edzhlQRsjNKpxfR_IE,Google,281.17184877004826
223,Holy Chow,4.5,391,Waterfront Station,49.28317269999999,-123.112368,ChIJr3rKznNxhlQRcSUMsOhOzUs,Google,282.1533078119502
224,Congee Noodle Delight,3.9,561,Stadium-Chinatown,49.2805958,-123.1062093,ChIJTUcnRnpxhlQRvjN4THDSD7I,Google,282.252540193154
225,Fatburger West Broadway,4.1,806,Broadway-City Hall Station,49.2633014,-123.1106662,ChIJx9c0UOdzhlQRRS8CiWNDkJw,Google,283.1668268118555
226,Machete Mexican Ancestral Food,4.6,196,Main Street-Science World,49.2757173,-123.1001953,ChIJfRZgQTZxhlQRpi96Zwxhe6c,Google,283.2472726946105
227,Kamei on Broadway,4.1,602,Broadway-City Hall Station,49.2640152,-123.1181325,ChIJg9uUPN1zhlQRCCYIvXrgwyo,Google,284.1481126109934
228,Nightingale,4.5,2490,Burrard,49.2873977,-123.1174751,ChIJD9jfUoJxhlQR2Z9sjekAEFg,Google,285.05488391666694
229,Thai Away Home at City Square,4.3,137,Broadway-City Hall Station,49.2607144,-123.116348,ChIJ4Wl_KTpzhlQR-J1EEBGBrdQ,Google,285.74756634564034
230,Five Sails Restaurant,4.5,818,Waterfront Station,49.2880237,-123.1133905,ChIJ18-j2oJxhlQRcq-nkLQ528w,Google,285.88586536875283
231,Kim Son Vietnamese Food,4.8,64,Broadway-City Hall Station,49.2607444,-123.1164572,ChIJozsB4udzhlQRNpNXP1_JpK4,Google,286.54923501257747
232,Oceans 999,3.7,120,Waterfront Station,49.2881607,-123.1129168,ChIJbSFP24JxhlQRjCPtAO_op40,Google,288.10930139462107
233,Donair Dude,4.1,555,Stadium-Chinatown,49.28223209999999,-123.10919,ChIJSRp_m3lxhlQRfn0y9OYZGKo,Google,291.58579370554884
234,Moltaqa Moroccan Restaurant Mainland Street Yaletown,4.4,1137,Yaletown-Roundhouse Station,49.2764289,-123.1190635,ChIJnbZ_HnpxhlQRYtAR6udPH4g,Google,296.31767030441944
235,The Keg Steakhouse + Bar - Yaletown,4.4,2291,Yaletown-Roundhouse Station,49.2766482,-123.1194468,ChIJq69lPtZzhlQROZR50xKXYQw,Google,296.3564309129712
236,Brass Fish Tavern,4.4,430,Burrard,49.2873432,-123.1171209,ChIJj8FtxMhxhlQRxd_KU1G05-0,Google,299.3924428085774
237,Naruto Sushi,4.1,892,Commercial-Broadway Station,49.2599647,-123.0700068,ChIJLX5RgE5xhlQRdaZexuM3W-w,Google,300.82887271274325
238,Pourhouse Restaurant,4.3,1243,Waterfront Station,49.2840775,-123.1083818,ChIJB3AAznlxhlQRnidXy4IF-TU,Google,303.55699515281026
239,Frankie's Italian Vancouver,4.2,1256,Stadium-Chinatown,49.278217,-123.1133985,ChIJ4RL7TnxxhlQRTQkUNQSm-NA,Google,304.4197374625268
240,Le Tigre,4.3,12,Main Street-Science World,49.275884,-123.0996655,ChIJHQKBD3hxhlQR_BRSZcntFT8,Google,305.6224327429439
241,Torafuku,4.3,722,Main Street-Science World,49.2758872,-123.0996655,ChIJDXs3CGVxhlQRQT7WyInozkA,Google,305.973533700346
242,Cafe Amora,0.0,0,Yaletown-Roundhouse Station,49.2763871,-123.1188171,ChIJd7P2O9ZzhlQRATHEoLbf5cM,Google,306.0226051804304
243,A.BENTO,4.5,333,Broadway-City Hall Station,49.2630956,-123.118823,ChIJBaBDrcRzhlQRYFHMWcLQCuE,Google,310.941567804942
244,Cafe Medina,4.5,4144,Granville,49.2804904,-123.116933,ChIJEa8g6HtxhlQRa_lcrLrlVQw,Google,316.86521667553177
245,Pho Quynh Express,4.3,114,Main Street-Science World,49.2703843,-123.1013268,ChIJ6aRMwxlxhlQRIR_Vk7BAi44,Google,317.97645098894253
246,The Burrow - formerly Bandidas Taqueria,4.4,2737,Commercial-Broadway Station,49.2597766,-123.0700108,ChIJo1jMuUhxhlQRpNnramo6TqI,Google,321.45454263701066
247,Umi Sushi Express,2.5,43,Waterfront Station,49.287602,-123.1150857,ChIJuTxh_YJxhlQRffUL9exuPsw,Google,321.7280494027926
248,Fatburger Waterfront Centre,4.0,550,Waterfront Station,49.287602,-123.1150857,ChIJ7S34XtJzhlQRaDLW1dZRPvg,Google,321.7280494027926
249,Basil Box,4.2,287,Vancouver City Centre,49.2828666,-123.1230459,ChIJV7BEw1NxhlQREpU2LlvcUS0,Google,324.58694912834704
250,The Magnet,4.7,387,Stadium-Chinatown,49.2824258,-123.1111722,ChIJe3tA8J9xhlQRrQIo4MPg__s,Google,324.85505584895134
251,JOEY Burrard,4.3,2765,Vancouver City Centre,49.28259019999999,-123.1231747,ChIJx8zDGIBxhlQRU-OFjaGa-6Q,Google,331.18189784653515
252,To Dine for Eatery,4.5,190,Main Street-Science World,49.2725367,-123.095811,ChIJLS4N9WZxhlQRNFnYV1uLMls,Google,336.7965918502129
253,Cavo Bar+Kitchen,4.1,1145,Vancouver City Centre,49.2802282,-123.1218549,ChIJr_sx1X9xhlQRp4tzpU6COLo,Google,342.6441284639744
254,A&W Canada,3.7,208,Waterfront,49.28307,-123.117775,ChIJ7b1Ebn9xhlQRdk8nZuSwSMc,Google,345.10505068194954
255,Mahony's Tavern False Creek,4.1,1958,Olympic Village Station,49.2690766,-123.1186298,ChIJyyVBw9tzhlQR52PdF-IX5P4,Google,356.7180454391301
256,ChongQing On Commercial,4.0,1171,Commercial-Broadway Station,49.2594137,-123.0696509,ChIJB-Mk001xhlQR_3nsh7OL8x4,Google,358.1231907536247
257,Italian Kitchen,4.2,2266,Vancouver City Centre,49.2825272,-123.123559,ChIJxRdotIFxhlQRY7DFe7zRkho,Google,358.84219220680626
258,Autostrada Osteria Downtown,4.5,481,Stadium-Chinatown,49.2825808,-123.1119357,ChIJK1z-GnlxhlQRAw-wk7pQFiA,Google,361.2077892124978
259,Bekon Loft + Lounge,4.9,43,Waterfront,49.2845278,-123.1092917,ChIJrayTFSFxhlQRypRsQ1DZ6qs,Google,367.72716598851326
260,Monk's Grill,3.0,1208,Yvr–Airport,49.1955607,-123.182934,ChIJZe6A6EkLhlQR2-dg3VXDDMs,Google,370.587113030468
261,La Taqueria Pinche Taco,4.6,1318,Stadium-Chinatown,49.2829675,-123.1105318,ChIJKSKEqHlxhlQRKVQJ5Y-oZmw,Google,373.4499100472445
262,Ignite Pizzeria Yaletown,4.8,178,Yaletown-Roundhouse Station,49.27724809999999,-123.1187385,ChIJBTNOts1zhlQRW8Rr2NGMk4o,Google,380.5579043994056
263,Salmon n' Bannock - On the Fly,4.9,13,Yvr–Airport,49.1976308,-123.1781887,ChIJ08QuTOQLhlQRQoWCezVkfP0,Google,380.5806354667983
264,Famous Famiglia,2.2,5,Yvr–Airport,49.1976318,-123.1782193,ChIJJYifWIELhlQRXE6Xh1J5ISg,Google,380.6627012662203
265,Chancho Tortilleria,4.6,1225,Commercial-Broadway Station,49.2660509,-123.0694337,ChIJF_vQAtRzhlQRK2Qf9DW-Mdk,Google,381.43411458255537
266,Pizzeria Farina,4.4,585,Main Street-Science World,49.276605,-123.1000944,ChIJsXdUEmVxhlQR-g2A0LEWJV0,Google,382.1828178584153
267,Ebi-Ten,4.3,520,Vancouver City Centre,49.27923639999999,-123.1168179,ChIJZ6eVe35xhlQRJA72INjAxrg,Google,382.3213537858172
268,Earls Kitchen + Bar,4.2,2309,Vancouver City Centre,49.281537,-123.1236879,ChIJDe-U4n9xhlQRHe5feMqgXwM,Google,382.4526372711534
269,Lift @yvr,2.2,204,Yvr–Airport,49.1976399,-123.1786992,ChIJEwohYEoLhlQRVMEeUdaZr3s,Google,382.8008109551152
270,Salmon n' Bannock,4.9,31,Yvr–Airport,49.1976692,-123.1783033,ChIJtbiS_TULhlQRqgSpCggXO78,Google,384.8081606342427
271,Boulevard Kitchen & Oyster Bar,4.4,1196,Burrard,49.2830629,-123.123901,ChIJxwQPG4BxhlQRtCIXIfvmh9I,Google,385.4415466805274
272,Tangent,4.3,1016,Commercial-Broadway Station,49.2660878,-123.0698722,ChIJ7cyqJUZxhlQRnU84VhwKiHQ,Google,388.0203299492959
273,Brioche Ristorante & Catering,4.4,1139,Waterfront Station,49.2841362,-123.1069093,ChIJ_VkcSnhxhlQRMAb5btxBcNw,Google,392.1291464855911
274,Hanami Express,2.1,95,Yvr–Airport,49.1977354,-123.1783599,ChIJ2a_C9UoLhlQRb_ZE90x_c5Q,Google,392.2141106027106
275,La Taqueria Pinche Taco Shop,4.3,2146,Olympic Village Station,49.263549,-123.112736,ChIJKSKEqHlxhlQR9Qk6ghOR3a0,Google,392.94443956629374
276,Bánh Shop,2.2,89,Yvr–Airport,49.1973205,-123.1754812,ChIJR8OEXzULhlQR8X321qthEVk,Google,401.0940058504938
277,Subway,2.6,68,Yvr–Airport,49.197824,-123.1786771,ChIJK6dWP9cLhlQRRFm6Dt1VP4o,Google,403.08772507717777
278,Subway,3.9,39,Langara-49th Avenue Station,49.2252052,-123.1107327,ChIJf84Sq2h0hlQRYwrDzuGwC5Q,Google,404.6577282168
279,Jollibee,3.7,1319,Granville,49.28113459999999,-123.1206296,ChIJzYo8LsJxhlQRQygzpljObgM,Google,404.8506429820531
280,Happy Valley Food City,3.8,187,Gilmore Station,49.2654497,-123.019187,ChIJ7dhI8Ed3hlQRkHWG-KlK8Zc,Google,405.7327935646748
281,Shanghai Lu Restaurant,3.7,402,Broadway-City Hall Station,49.26361259999999,-123.1200751,ChIJq4LTKt1zhlQRpy4Ahtva-g4,Google,407.3885825678897
282,NaMì Food Cart,4.1,34,Waterfront,49.2824895,-123.1181328,ChIJRVCyKS9xhlQRemEFZoO6GW4,Google,408.947580966154
283,Cilantro Indian Cuisine,4.7,530,Broadway-City Hall Station,49.263283,-123.1088971,ChIJdb16YOdzhlQRdTEn_JE_BVA,Google,410.74557733605167
284,A&W Canada,2.1,29,Yvr–Airport,49.1979014,-123.1786411,ChIJt50cmO8LhlQREM3zP9QMSW4,Google,411.4932972443248
285,JOE & THE JUICE,3.7,184,Yvr–Airport,49.1952227,-123.183732,ChIJ5zAw9xgLhlQRLwfqmhoL-dI,Google,412.42188649701774
286,Boston Pizza,3.7,1378,Stadium-Chinatown,49.2772567,-123.1142204,ChIJpUPgrX1xhlQRpgb6ImUhKIk,Google,415.2828915523378
287,per se Social Corner,4.3,2350,Vancouver City Centre,49.2787253,-123.118532,ChIJl97JCH5xhlQRCMTZHG7N-Sg,Google,416.3444161198607
288,Kitchen Table Group,0.0,0,Marine Drive Station,49.2113486,-123.1118837,ChIJb-T3GPZ0hlQRkIlq8ZxfTJU,Google,417.1927605463271
289,Church's Chicken,2.4,75,Yvr–Airport,49.1979601,-123.1785666,ChIJaSDS-jULhlQRVZ0-kk2Vqh8,Google,417.6950008943904
290,Subway,3.6,292,Yvr–Airport,49.19269550000001,-123.1729998,ChIJB7lhwDULhlQRawIfnj-PDFw,Google,418.4703008814956
291,Stages Restaurant & Lounge,3.7,56,Broadway-City Hall Station,49.2634996,-123.1202781,ChIJofO0Kt1zhlQRYgwY1e0JeJk,Google,420.0638646667449
292,Skydine Events Inc. dba Dinner in the Sky Canada,0.0,0,Waterfront,49.2841599,-123.1086602,ChIJt67abfRxhlQR-IRhNNqC64E,Google,421.730461898437
293,A&W Canada,3.8,624,Burrard,49.2833321,-123.1154378,ChIJJc1XzHhxhlQR632Bm8zAJ_c,Google,424.8330432196248
294,Nuba in Gastown,4.3,2581,Waterfront,49.2827642,-123.1096344,ChIJ9aoKpHlxhlQRAH-J_yYq6Oc,Google,429.1872613491337
295,Hula Poke Waterfront Centre,3.9,95,Burrard,49.28736259999999,-123.1149694,ChIJH1leMxFxhlQR47Yi_kVY4vQ,Google,429.69585036912736
296,Famous Wok,2.6,57,Burrard,49.2877294,-123.1153001,ChIJpyOsHYNxhlQR9vBFnevjuDw,Google,430.2085990892491
297,Calabash Bistro,4.3,853,Stadium-Chinatown,49.2810304,-123.1042279,ChIJyy8_cnpxhlQRg15QU0fpeaU,Google,433.70357856106966
298,BASHA,4.4,95,Burrard,49.287602,-123.1150857,ChIJM16pn8BxhlQRX9h_lCJ7FMM,Google,435.5763025547309
299,Subway,3.0,62,Burrard,49.287602,-123.1150857,ChIJHRFE4oJxhlQR1Eje_Y3mQlc,Google,435.5763025547309
300,Tractor Everyday Healthy Foods - Olympic Village,4.2,386,Main Street-Science World,49.2696163,-123.1029208,ChIJGRfoBWFxhlQRn7kAFCikUIk,Google,437.16259347070246
301,My Toan,3.5,17,Burrard,49.287657,-123.1150343,ChIJpfXn44JxhlQRYUSzRJOccFA,Google,441.9646954255352
302,Rice Tales,2.0,267,Yvr–Airport,49.1958743,-123.1839074,ChIJqYGyxkkLhlQRdYxFQXXaSiA,Google,449.39352907597697
303,Tap & Barrel • Olympic Village,4.1,3026,Main Street-Science World,49.2716457,-123.1060893,ChIJ92h_MmJxhlQRmP1gb313vwM,Google,449.6496478779876
304,acquafarina,4.4,393,Waterfront,49.28117959999999,-123.1153959,ChIJsyxtZ1JxhlQRVsbrWoEHkyE,Google,450.7893501492123
305,Gusto A Taste of Italy,4.5,905,Main Street-Science World,49.271403,-123.1059467,ChIJ65CR2rhxhlQRbdz7fk28cEw,Google,451.18238965956175
306,BOTANIST,4.6,1303,Waterfront Station,49.2882901,-123.116555,ChIJJYVOCYNxhlQRrkWpvkO-Ao4,Google,452.41477741244336
307,Sala Thai,4.0,1784,Burrard,49.2822067,-123.1238037,ChIJjazkAoBxhlQRsji4QtkMoN0,Google,454.5470583881757
308,Thai Express Restaurant Vancouver,3.2,60,Burrard,49.287911,-123.115061,ChIJ1QTG44JxhlQRUQC0IdBc-BE,Google,455.9582994688505
309,Kishimoto Japanese Restaurant,4.4,985,Commercial-Broadway Station,49.26673599999999,-123.0694088,ChIJZxCTL0ZxhlQRu0UC3PS9PgA,Google,457.5162227600723
310,Hungry Guys Kitchen & Bar,4.5,804,Vancouver City Centre,49.2793079,-123.1226933,ChIJcyLHm9VzhlQRfeete-hmYjk,Google,459.54626556395885
311,True Burger Co.,1.6,63,Yvr–Airport,49.1958876,-123.184062,ChIJ4_8F884LhlQRSDkeXVDfTN4,Google,460.25011599382975
312,Cafe Il Nido,4.3,274,Vancouver City Centre,49.2846106,-123.1241497,ChIJjx8r94BxhlQRwYW-BIoHApg,Google,466.9032633839479
313,The Ballyhoo Public House,4.3,295,Burrard,49.282096,-123.1239668,ChIJEYz1RwBxhlQRZQLylDwvT5Q,Google,471.42597143025375
314,WE GRILL,4.4,124,Burrard,49.28729149999999,-123.114269,ChIJpd2dughxhlQRU6ZxkEEC46k,Google,471.8827017413916
315,Canucks Bar and Grill,3.5,836,Yvr–Airport,49.1974971,-123.1740684,ChIJg-FqUUoLhlQRquxAlJ8m8LE,Google,476.48248197227895
316,Japadog,4.3,312,Burrard,49.28228319999999,-123.1246697,ChIJhcuqBoBxhlQRXJMw7nHeEQU,Google,486.9326989289648
317,Tutto Restaurant & Bar,4.4,537,Yaletown-Roundhouse Station,49.2784387,-123.1188587,ChIJk5D8YERxhlQRbJ_4S2KU7c0,Google,488.0560127486468
318,The Dirty Apron,2.3,37,Yvr–Airport,49.1958565,-123.1845102,ChIJ0SO_M3ILhlQRHF8qkeQTH5k,Google,488.890062824291
319,Pick & Chews,3.5,8,Vancouver City Centre,49.2864943,-123.1214363,ChIJJ9pPd4FxhlQR5G50XEb0R-I,Google,492.2040168785082
320,Yanaki Sushi,4.3,264,Olympic Village Station,49.2657533,-123.1223151,ChIJyd0dWNtzhlQRA8dYED0eZy8,Google,493.6091600903329
321,Le Crocodile,4.6,1322,Burrard,49.2825301,-123.1252212,ChIJF404P3dxhlQRHC17KP9ESTY,Google,495.38810827114906
322,BurgerHolic,3.4,70,Burrard,49.28187399999999,-123.124402,ChIJhQIv8OFxhlQRjgDSqvq351s,Google,509.9580967734656
323,Tenen Restaurant,4.7,1010,Royal Oak Station,49.215429,-122.9888951,ChIJQ94YI0F2hlQRThl4MaBwzO0,Google,517.4191567463392
324,Dynasty Seafood Restaurant,4.2,1644,Broadway-City Hall Station,49.26369159999999,-123.1216168,ChIJUxfUJcNzhlQR6ohfXAT0j7o,Google,519.245820272166
325,Bruno,4.2,580,Bridgeport Station,49.1921362,-123.1310337,ChIJ9ScjuBt1hlQRvFYJvMJmfvE,Google,522.9236518709671
326,Food Hall by ZUBU,3.9,124,Olympic Village Station,49.2676487,-123.1085894,ChIJj-D7PpFzhlQRfPZg1UV-St4,Google,524.8153182333081
327,GreenPrice food & trading ltd,0.0,0,Joyce–Collingwood,49.23466639999999,-123.0363029,ChIJbS_VyHV3hlQRsGB25VvxCW4,Google,528.000114554861
328,北疆饭店 Beijiang Restaurant (Order from our website & SAVE MORE!),4.3,344,Joyce–Collingwood,49.2344854,-123.0361551,ChIJQTRVA5F2hlQRuuss31H08uA,Google,537.4140307846625
329,Tap & Barrel • Convention Centre,4.2,1999,Burrard,49.289953,-123.1170849,ChIJ4WVPWYNxhlQRX1ZjV-bu69o,Google,539.0443975726804
330,Jambo Grill Tandoor & Paan House,4.2,1472,Joyce–Collingwood,49.2349794,-123.0371333,ChIJne5yIJF2hlQR--ivmQJAexw,Google,542.8891161790391
331,De Dutch,4.0,877,Burrard,49.2900359,-123.1172208,ChIJh_rOWINxhlQRR_kAbPqGhHU,Google,543.4261124802824
332,Dragon House,3.5,2,Joyce–Collingwood,49.23408449999999,-123.0353777,ChIJA6-9B5F2hlQRlxtszEcpJb8,Google,544.5094599679129
333,Congee Noodle King,3.9,1277,Joyce–Collingwood,49.2340305,-123.035276,ChIJC20yqJF2hlQRnGO5P_gAJ2Q,Google,546.2846299578034
334,Kamei Royale Japanese Restaurant,4.3,851,Waterfront Station,49.2873663,-123.1189244,ChIJubpntoFxhlQRH2ZmrPqGlYU,Google,551.7474320719949
335,Italian Tomato Restaurant,4.2,1345,Bridgeport Station,49.1917264,-123.131014,ChIJM8Hv_950hlQR3nNMpYlC_-I,Google,555.8000941915744
336,Sushi 7,4.0,330,King Edward Station,49.2541978,-123.1149459,ChIJaZeA8-5zhlQR63f2DmHb54Q,Google,561.0572318714845
337,Joojak Restaurant,4.5,519,Joyce–Collingwood,49.2336631,-123.034552,ChIJEVyNr5F2hlQRgAL9ZC7p0Bw,Google,561.6583180791044
338,Sushi Aji,4.2,549,Joyce–Collingwood,49.23365949999999,-123.0345456,ChIJT2Hsr5F2hlQRKWP3EmYXnt4,Google,561.8640576869806
339,Dharma Garden Veggie Deli,4.6,236,Joyce–Collingwood,49.235222,-123.0378377,ChIJ_dFv2JB2hlQR1DQTE1DNSZ8,Google,563.5866102821313
340,Mahony's Tavern Convention Centre,4.0,1615,Burrard,49.28917879999999,-123.1146915,ChIJqUjxNINxhlQR4Lx01oYf6H8,Google,567.8122780155109
